year,pop,inc100k,prev100k,mort100k,mort100klo,mort100khi
1995,23939261,242,355,26,14,41
1996,24365985,229,332,21,12,32
1997,24789855,217,315,19,10,29
1998,25206817,205,299,17,10,26
1999,25611482,195,283,12,7.3,17
2000,26000080,184,268,14,8.9,21
2001,26372358,174,253,12,8,16
2002,26729909,165,238,11,7.6,15
2003,27073334,156,224,11,7.7,14
2004,27403845,148,210,9.8,7.5,12
2005,27723281,140,195,9.7,7.4,12
2006,28030688,133,181,8.6,6.4,11
2007,28328410,126,166,7.9,6,10
2008,28625628,119,153,7.2,5.5,9.2
2009,28934303,113,140,6.6,5,8.5
2010,29262830,106,127,6.1,4.6,7.8
2011,29614887,101,124,5.6,4.1,7.2
2012,29987800,95,121,5.1,3.8,6.7
1990,61948688,393,1003,55,42,70
1991,63476449,386,987,54,42,67
1992,64996507,380,968,52,41,63
1993,66517085,373,948,52,42,62
1994,68050807,366,927,51,45,59
1995,69606539,360,904,50,43,58
1996,71184718,353,880,48,42,54
1997,72780928,347,855,42,39,46
1998,74393147,341,829,43,40,45
1999,76018006,335,803,45,41,49
2000,77651848,329,775,40,38,43
2001,79297756,323,748,39,37,42
2002,80953652,317,719,40,37,43
2003,82604681,312,691,38,35,41
2004,84231329,306,662,36,33,39
2005,85821214,301,633,35,32,37
2006,87366573,295,605,33,31,36
2007,88875548,290,576,32,30,34
2008,90371287,285,548,31,29,32
2009,91886400,280,520,29,27,31
2010,93444322,275,502,27,25,29
2011,95053437,270,484,26,24,28
2012,96706764,265,461,24,22,26
1990,38149944,49,66,3.8,3.6,3.9
1991,38255349,50,68,3.8,3.7,4
1992,38342766,50,69,3.8,3.7,4
1993,38410794,50,72,3.6,3.5,3.8
1994,38456866,50,71,3.3,3.2,3.5
1995,38479899,48,67,3.2,3,3.3
1996,38480234,46,65,2.9,2.8,3.1
1997,38461279,42,58,2.9,2.8,3.1
1998,38428791,40,55,2.9,2.8,3.1
1999,38390217,36,50,2.9,2.8,3.1
2000,38351437,33,44,2.9,2.8,3
2001,38314744,30,41,2.8,2.7,3
2002,38280547,30,42,2.5,2.4,2.6
2003,38250426,30,45,2.5,2.4,2.6
2004,38225455,26,35,2.3,2.2,2.4
2005,38206337,25,33,2.2,2.2,2.3
2006,38194163,24,33,2.1,2,2.1
2007,38189136,24,34,2.1,2,2.2
2008,38189735,22,30,2.3,2.2,2.3
2009,38193591,24,35,2.1,2,2.1
2010,38198754,21,28,1.6,1.5,1.6
2011,38204598,24,35,1.8,1.7,1.9
2012,38210924,21,28,1.8,1.7,1.8
1990,9899450,72,99,3.1,2.9,3.3
1991,9919947,69,94,3.1,2.9,3.3
1992,9955317,68,93,2.4,2.2,2.5
1993,10001046,63,80,3.6,3.4,3.9
1994,10050045,64,86,4.8,4.5,5.1
1995,10097055,64,85,3.5,3.2,3.7
1996,10140627,60,77,3.3,3.1,3.5
1997,10182158,58,74,3.6,3.4,3.9
1998,10222540,59,82,3.9,3.6,4.2
1999,10263532,52,64,3.2,3,3.4
2000,10306192,47,57,2.8,2.6,3
2001,10350660,48,62,2.6,2.4,2.7
2002,10395630,48,65,2.5,2.3,2.6
2003,10439031,44,59,2.1,2,2.2
2004,10478122,40,49,1.9,1.8,2
2005,10510967,36,44,1.7,1.6,1.8
2006,10536701,35,44,1.6,1.5,1.7
2007,10555902,32,39,1.4,1.3,1.5
2008,10569881,31,37,1.5,1.4,1.6
2009,10580673,30,37,1.5,1.4,1.5
2010,10589792,27,32,1.2,1.1,1.3
2011,10597629,26,32,1.4,1.3,1.5
2012,10603804,26,34,1.3,1.2,1.4
1990,3517984,5.2,6.1,2,2,2
1991,3551582,7.8,11,1.6,1.6,1.6
1992,3586848,8,11,1.6,1.6,1.6
1993,3622652,8.1,11,2.1,2.1,2.1
1994,3657368,8.6,12,2.1,2.1,2.1
1995,3689649,8.2,11,2.2,2.2,2.2
1996,3719446,6.9,8,1.5,1.5,1.5
1997,3746634,7.9,11,1.4,1.4,1.4
1998,3769718,6.1,7.5,1,1,1
1999,3786884,6.1,8.1,0.8,0.79,0.8
2000,3796981,5.3,7,0.45,0.45,0.45
2001,3799358,3.7,4.3,0.8,0.79,0.8
2002,3794728,3.9,4.8,0.59,0.58,0.59
2003,3785058,3.5,4.1,0.43,0.42,0.43
2004,3773147,3.7,4.2,0.44,0.44,0.44
2005,3761143,3.5,4,0.45,0.45,0.46
2006,3749763,3.4,4.5,0.43,0.43,0.43
2007,3738829,3,3.7,0.35,0.35,0.35
2008,3728531,2.9,3.6,0.33,0.33,0.33
2009,3718812,1.9,2.3,0.3,0.3,0.3
2010,3709671,2.5,3.2,0.28,0.27,0.28
2011,3701373,1.6,1.9,0.25,0.25,0.25
2012,3694237,2.2,3,0.23,0.23,0.23
1990,476517,44,59,6.5,6.3,6.6
1991,485129,46,59,5.8,5.6,6
1992,489606,46,56,5.2,5,5.4
1993,491996,47,53,4.6,4.4,4.7
1994,495106,57,77,3.9,3.8,4.1
1995,501154,70,107,3.3,3.1,3.4
1996,512476,58,77,2.4,2.3,2.5
1997,529491,46,53,1.8,1.6,1.9
1998,550367,53,65,1.3,1.2,1.4
1999,572155,52,65,0.95,0.86,1
2000,593693,54,72,0.7,0.62,0.78
2001,611808,53,72,0.51,0.45,0.58
2002,629745,51,67,0.37,0.32,0.44
2003,660238,48,67,0.27,0.23,0.33
2004,720383,43,57,0.2,0.16,0.25
2005,821159,46,64,0.15,0.12,0.17
2006,967602,40,52,0.12,0.1,0.14
2007,1152459,40,52,0.11,0.09,0.13
2008,1359114,48,74,0.6,0.48,0.74
2009,1564082,46,69,0.21,0.15,0.28
2010,1749713,38,47,0.22,0.15,0.3
2011,1910902,33,41,0.19,0.12,0.27
2012,2050514,41,60,0.17,0.1,0.25
1990,42972254,171,223,8.7,0.4,29
1991,43364294,153,219,7.8,0.36,26
1992,43720846,126,214,5.6,0.96,14
1993,44048595,123,210,6.1,0.34,20
1994,44356925,99,206,4.1,1,9.3
1995,44652994,108,202,5.9,0.1,23
1996,44940974,101,199,5.5,0.08,22
1997,45220543,84,195,4,0.4,12
1998,45489131,88,191,4.7,0.11,17
1999,45742103,81,187,4,0.24,13
2000,45977210,54,184,2.7,1,5.2
2001,46192932,93,180,5.5,0.03,24
2002,46393993,87,177,4.5,0.15,16
2003,46591762,91,174,4.7,0.2,16
2004,46801310,85,170,3.7,0.8,8.6
2005,47033082,105,167,5.8,0.08,23
2006,47291491,102,164,5.3,0.19,19
2007,47572585,101,161,5,0.31,16
2008,47867970,97,158,4.4,0.65,12
2009,48164969,103,155,5,0.38,16
2010,48453931,105,152,5.1,0.4,16
2011,48732640,109,149,5.6,0.25,19
2012,49002683,108,146,5.4,0.32,17
1990,4364114,54,79,5.6,5.2,6.1
1991,4375448,65,106,6.9,6.3,7.5
1992,4379153,77,134,7.2,6.5,7.9
1993,4374636,88,160,7.8,7,8.6
1994,4361360,99,184,23,21,25
1995,4339081,109,206,13,12,13
1996,4308050,118,226,13,13,14
1997,4268774,126,243,12,10,13
1998,4221726,134,256,13,11,14
1999,4167552,140,258,16,14,17
2000,4107184,147,254,17,16,19
2001,4040579,155,258,15,14,17
2002,3969040,163,261,16,15,18
2003,3896494,170,258,16,15,18
2004,3827963,174,253,19,17,20
2005,3767077,175,252,20,19,21
2006,3715541,175,252,19,18,20
2007,3672638,175,253,19,18,19
2008,3636510,173,251,17,16,17
2009,3604078,170,249,17,17,18
2010,3573024,166,245,16,15,16
2011,3542928,161,242,14,13,14
2012,3514381,160,249,18,18,18
1990,23372101,146,287,6.9,6.9,6.9
1991,23355868,158,309,7.3,7.3,7.3
1992,23293930,168,326,8.4,8.4,8.4
1993,23197350,177,340,10,10,10
1994,23082816,184,349,12,12,12
1995,22963512,189,351,11,11,11
1996,22841943,191,349,11,11,12
1997,22717415,191,341,14,14,14
1998,22596183,189,331,11,11,11
1999,22484940,186,316,9.7,9.6,9.7
2000,22388354,181,295,9.5,9.5,9.5
2001,22310092,175,275,10,10,10
2002,22249564,168,256,10,10,10
2003,22201592,161,237,10,10,10
2004,22158163,154,222,9.4,9.4,9.4
2005,22113264,147,209,7.8,7.8,7.8
2006,22065409,139,197,7.5,7.5,7.5
2007,22015937,132,186,7.2,7.1,7.2
2008,21964962,124,175,7.3,7.3,7.3
2009,21913311,116,166,6.8,6.7,6.8
2010,21861476,109,158,6.5,6.5,6.5
2011,21808931,101,151,5.9,5.9,6
2012,21754741,94,144,5.6,5.5,5.6
1990,148148752,47,81,8.2,8.1,8.3
1991,148577986,57,96,8.5,8.3,8.6
1992,148798341,68,111,9.7,9.6,9.9
1993,148842678,77,126,13,13,13
1994,148763601,87,149,15,15,16
1995,148602147,96,163,16,16,17
1996,148375246,104,173,18,17,18
1997,148079919,111,181,18,17,18
1998,147715550,117,189,16,16,17
1999,147275875,123,197,21,20,21
2000,146762881,127,206,21,21,22
2001,146170247,132,217,21,20,21
2002,145520813,137,229,23,22,23
2003,144879644,140,235,23,22,23
2004,144331352,139,233,22,22,23
2005,143932966,135,223,22,22,23
2006,143715023,131,211,20,19,20
2007,143652377,126,198,19,18,19
2008,143677033,120,184,18,18,19
2009,143689741,113,168,17,17,18
2010,143617913,106,152,16,16,16
2011,143438152,97,135,15,14,15
2012,143169653,91,121,13,13,14
1990,7214696,290,356,37,15,70
1991,6973664,340,418,46,18,88
1992,6545100,386,476,55,21,104
1993,6066268,498,626,73,28,141
1994,5728464,505,641,75,29,144
1995,5663838,513,655,78,30,149
1996,5929575,518,663,79,30,151
1997,6470628,483,618,74,28,140
1998,7169658,444,568,67,26,128
1999,7853015,380,486,58,23,109
2000,8395577,325,417,49,19,91
2001,8760003,278,356,41,17,77
2002,8987523,238,303,35,14,64
2003,9126167,204,257,29,12,53
2004,9254379,176,217,24,10,44
2005,9429457,181,228,22,9.3,39
2006,9660946,152,197,18,8,32
2007,9928143,135,175,16,7.1,27
2008,10222961,120,152,14,6.4,24
2009,10529668,114,147,13,6,22
2010,10836732,106,136,12,5.7,21
2011,11144315,94,121,11,5.2,19
2012,11457801,86,114,10,4.6,18
1990,40833,0,0.56,0,0,0
1991,41009,2.8,4.5,0,0,0
1992,41360,11,18,0,0,0
1993,41836,16,28,2.4,2.2,2.6
1994,42363,5.4,12,4.6,4.3,4.8
1995,42888,13,17,2.1,2.1,2.2
1996,43391,8,13,1.7,1.7,1.8
1997,43885,31,62,5,4.9,5.2
1998,44391,13,17,4.3,4.3,4.3
1999,44938,7.7,9.9,2.1,2,2.1
2000,45544,0,7.3,2.4,2.3,2.5
2001,46214,5,5.9,2.4,2.3,2.5
2002,46934,7.4,13,2.8,2.4,3.2
2003,47679,2.4,3.3,3,2.4,3.7
2004,48421,4.8,7.9,2.1,2.1,2.1
2005,49139,0,3.7,2.2,2.1,2.3
2006,49823,2.3,4.6,4.2,4.1,4.3
2007,50478,9.1,16,2.2,2.1,2.4
2008,51110,11,22,2.1,2,2.1
2009,51731,8.9,17,2.5,2.3,2.6
2010,52352,4.4,5.6,2.5,2.3,2.6
2011,52971,2.2,5.1,2.5,2.3,2.6
2012,53584,4.3,5.1,2.5,2.3,2.6
1990,138180,15,19,4,3.8,4.2
1991,140159,17,21,1.7,1.6,1.9
1992,141934,18,23,9,7.8,10
1993,143592,18,24,5,4,6.1
1994,145262,19,24,4.2,3.2,5.3
1995,147040,18,24,8.3,6.3,11
1996,148962,17,22,5,3.9,6.2
1997,150994,16,20,0.88,0.74,1
1998,153066,14,18,3.3,2.9,3.7
1999,155073,13,16,2.4,2.1,2.7
2000,156949,12,15,0.81,0.71,0.92
2001,158650,11,14,0.68,0.65,0.71
2002,160217,10,13,0.71,0.66,0.76
2003,161766,10,13,1.2,1.2,1.3
2004,163460,10,12,3.5,3.4,3.7
2005,165407,11,14,3.5,3.3,3.6
2006,167658,11,15,2,1.9,2.1
2007,170149,10,13,2,1.8,2.1
2008,172734,9.5,11,1.9,1.8,2
2009,175200,8.4,8.5,1.5,1.4,1.6
2010,177397,6.9,8.6,1.4,1.3,1.5
2011,179271,5.1,6.1,1.3,1.2,1.4
2012,180870,3.3,4.8,1.2,1.1,1.4
1990,107509,27,66,1,0.95,1.1
1991,107811,27,64,1.5,1.5,1.6
1992,108001,27,62,2.1,2,2.1
1993,108097,27,60,2.6,2.5,2.7
1994,108129,27,58,3.1,3.1,3.2
1995,108122,27,57,3.7,3.6,3.8
1996,108078,26,56,5.5,5.4,5.5
1997,108001,26,55,0,0,0
1998,107923,26,53,2.7,2.7,2.7
1999,107879,26,52,0.91,0.9,0.92
2000,107897,26,51,3.3,3,3.6
2001,107989,26,50,2,1.9,2.1
2002,108150,25,50,1,0.96,1
2003,108353,25,49,5.9,5.7,6.1
2004,108562,25,43,5.9,5.7,6.1
2005,108749,25,45,0.86,0.86,0.87
2006,108908,25,40,2.7,2.7,2.7
2007,109045,25,25,2.7,2.7,2.7
2008,109158,25,32,0.83,0.83,0.83
2009,109249,24,18,0.86,0.85,0.88
2010,109316,24,32,4.8,4.7,4.8
2011,109357,24,29,2.6,2.5,2.6
2012,109373,24,24,2.6,2.5,2.6
1990,162865,36,53,5,2.1,9
1991,164073,35,51,4.8,2,8.8
1992,165568,33,49,4.6,2.4,7.7
1993,167206,32,47,4.5,1.7,8.6
1994,168786,31,45,4.3,1.7,8.1
1995,170158,30,44,4.2,1.6,7.9
1996,171276,28,42,4,1.9,7
1997,172191,27,41,3.9,1.8,6.9
1998,172979,26,39,3.8,1.9,6.3
1999,173758,25,37,3.5,1.5,6.3
2000,174614,23,34,3.1,1.1,6.3
2001,175567,22,31,2.8,1.4,4.7
2002,176592,21,29,2.5,1,4.7
2003,177677,20,26,2.3,0.94,4.1
2004,178794,19,25,2.1,0.68,4.4
2005,179928,18,25,2.3,0.98,4.1
2006,181073,17,26,2.5,1.1,4.5
2007,182240,17,27,2.7,1.1,4.9
2008,183444,17,27,2.8,1.1,5.1
2009,184704,17,28,2.9,1.2,5.4
2010,186029,17,29,3,1.2,5.6
2011,187429,17,29,3.1,1.3,5.8
2012,188889,18,30,3.2,1.3,6
1990,24135,4.8,7,0,0,0
1991,24441,4.7,7.1,0,0,0
1992,24766,9.2,14,0,0,0
1993,25093,14,26,0,0,0
1994,25402,9.1,15,0,0,0
1995,25680,9,15,0,0,0
1996,25914,0,4.5,0,0,0
1997,26114,4.4,7.1,0,0,0
1998,26321,0,1.9,0,0,0
1999,26594,0,1.6,0,0,0
2000,26969,4.3,8.5,0,0,0
2001,27467,0,1.8,0,0,0
2002,28064,4.1,7.9,0,0,0
2003,28700,4,7.5,0,0,0
2004,29290,0,2,0,0,0
2005,29775,1.5,1.8,0,0,0
2006,30130,1.5,1.7,0,0,0
2007,30377,1.5,1.8,0,0,0
2008,30549,1.5,1.9,0,0,0
2009,30698,1.5,2,0,0,0
2010,30861,1.5,2,0,0,0
2011,31048,1.5,2,0,0,0
2012,31247,1.5,2,0,0,0
1990,117395,135,258,27,7.1,59
1991,120154,133,258,27,9.3,55
1992,122929,131,256,27,8.9,56
1993,125628,129,254,27,9.5,54
1994,128135,126,250,27,10,52
1995,130378,124,244,26,10,49
1996,132323,122,238,25,10,48
1997,134029,120,232,25,9.8,46
1998,135650,118,220,23,9.2,43
1999,137396,116,194,18,7.7,34
2000,139428,114,159,13,5.3,23
2001,141783,112,134,8.5,2.7,17
2002,144447,110,134,8,2.5,17
2003,147455,108,139,8.3,2.8,17
2004,150842,106,138,8.2,2.8,17
2005,154615,105,128,7.6,2.8,15
2006,158806,103,121,7.5,3.9,12
2007,163390,101,129,9.4,3.6,18
2008,168253,99,135,11,4.3,20
2009,173240,98,142,12,5.1,22
2010,178228,96,149,14,5.7,25
2011,183177,94,154,15,6.1,27
2012,188098,93,159,16,6.4,29
1990,16206078,17,25,3.9,0.37,11
1991,16739895,15,19,3.9,0.37,11
1992,17263613,13,15,3.9,0.37,11
1993,17758096,15,19,3.8,0.37,11
1994,18197011,16,19,3.8,0.37,11
1995,18567343,17,21,3.8,0.37,11
1996,18848350,18,23,3.8,0.37,11
1997,19060850,19,24,3.9,0.37,11
1998,19282965,19,25,3.9,0.37,11
1999,19620692,21,28,3.9,0.37,11
2000,20144584,20,26,3.9,0.37,11
2001,20891594,18,23,3.9,0.37,11
2002,21825217,18,22,3.9,0.37,11
2003,22852333,17,21,3.9,0.37,11
2004,23839231,16,19,3.9,0.37,11
2005,24690067,16,21,3.9,0.37,11
2006,25371936,17,22,3.9,0.37,11
2007,25915624,18,23,3.9,0.37,11
2008,26366358,18,23,3.9,0.37,11
2009,26796375,17,23,3.9,0.72,9.6
2010,27258387,19,28,3.9,0.37,11
2011,27761728,16,22,3.9,0.37,11
2012,28287855,15,17,3.9,0.39,11
1990,7514110,138,249,24,11,44
1991,7749606,139,247,24,10,43
1992,7990968,141,248,24,10,42
1993,8234586,145,254,24,11,43
1994,8475766,149,261,25,11,44
1995,8711528,153,269,26,11,46
1996,8940298,158,279,27,12,48
1997,9164050,160,284,28,12,50
1998,9387783,158,280,27,12,49
1999,9618564,158,278,27,12,49
2000,9861679,155,273,26,12,48
2001,10119118,151,264,25,11,46
2002,10390050,149,256,25,11,44
2003,10673535,146,248,24,10,42
2004,10967568,144,242,23,10,41
2005,11270826,142,234,22,9.6,39
2006,11582925,140,228,21,9.3,38
2007,11904974,138,222,20,9,36
2008,12238791,140,225,20,8.9,36
2009,12586827,133,208,19,8.4,34
2010,12950564,137,217,20,8.7,35
2011,13330737,136,217,20,8.7,35
2012,13726021,137,219,20,8.8,35
1990,10350030,68,111,5.8,5.6,5.9
1991,10472838,67,113,5.5,5.4,5.7
1992,10620036,67,117,5.3,5.1,5.4
1993,10772056,67,118,5,4.9,5.2
1994,10901653,65,115,4.8,4.6,4.9
1995,10989446,61,108,4.5,4.4,4.7
1996,11028631,60,106,4.3,4.1,4.5
1997,11025594,59,104,3.8,3.7,4
1998,10990409,57,103,3.7,3.6,3.9
1999,10939047,52,90,3.8,3.7,4
2000,10883641,46,71,3.8,3.6,4
2001,10826817,48,73,2.6,2.5,2.8
2002,10766194,45,62,2.7,2.6,2.9
2003,10703165,50,71,2.6,2.4,2.7
2004,10638276,40,44,2.3,2.2,2.5
2005,9956359,37,51,2.8,2.5,3.1
2006,9889237,37,51,2.3,2,2.5
2007,9823743,34,46,2.1,1.9,2.3
2008,9760977,32,44,1.7,1.5,1.9
2009,9701912,30,42,1.7,1.5,1.8
2010,9647109,28,38,1.7,1.5,1.9
2011,9597413,26,36,1.6,1.4,1.8
2012,9552553,23,31,1.5,1.3,1.6
1990,69474,43,50,2,1.9,2
1991,70307,43,61,2,1.9,2
1992,71489,42,69,2,1.9,2
1993,72873,41,75,2,1.9,2
1994,74239,40,77,2,1.9,2
1995,75433,40,79,2,1.9,2
1996,76391,39,76,2,1.9,2
1997,77173,38,70,2,1.9,2
1998,77891,38,64,2,1.9,2
1999,78720,37,60,2,1.9,2
2000,79774,37,57,2,1.9,2
2001,81093,36,55,2.6,2.5,2.7
2002,82611,35,56,4.6,4.5,4.7
2003,84218,35,62,0,0,0
2004,85751,34,60,0,0,0
2005,87094,33,61,2.5,2.4,2.7
2006,88210,33,62,1.2,1.2,1.3
2007,89134,32,62,1.2,1.2,1.3
2008,89902,32,63,2.2,2.2,2.2
2009,90577,31,49,2.1,2.1,2.2
2010,91208,31,52,1.8,1.8,1.9
2011,91799,30,42,1.8,1.8,1.9
2012,92339,30,39,1.8,1.8,1.9
1990,4042678,207,507,61,18,128
1991,4053257,208,493,58,18,122
1992,4031730,208,482,56,18,116
1993,3991434,209,469,54,18,110
1994,3951544,210,462,52,18,104
1995,3927105,212,454,51,18,99
1996,3919708,215,453,50,18,98
1997,3928313,221,458,50,18,99
1998,3961869,229,470,51,18,102
1999,4030443,243,493,54,19,107
2000,4139757,264,537,59,21,116
2001,4295667,294,599,66,24,130
2002,4493047,335,683,76,28,149
2003,4712763,386,793,89,33,173
2004,4928175,445,915,103,38,199
2005,5119895,503,1027,116,43,223
2006,5280909,554,1123,126,47,243
2007,5416015,596,1193,134,50,257
2008,5532139,626,1237,139,52,267
2009,5641182,646,1270,141,53,271
2010,5751976,660,1287,142,54,273
2011,5865491,668,1294,142,53,274
2012,5978727,674,1304,143,53,275
1990,3016404,61,82,4,3.8,4.1
1991,3100095,68,100,5.6,5.5,5.8
1992,3193046,64,88,4,3.8,4.1
1993,3291284,64,88,3.6,3.4,3.7
1994,3389124,57,70,3.2,3,3.3
1995,3482640,62,84,3.6,3.4,3.8
1996,3570085,63,87,4,3.7,4.3
1997,3653156,62,87,3.5,3.2,3.8
1998,3735537,65,97,5.1,4.6,5.7
1999,3822625,54,73,5.2,4.7,5.8
2000,3918189,51,68,3.2,2.8,3.6
2001,4023284,44,55,2.9,2.6,3.3
2002,4136239,42,55,2.6,2.2,2.9
2003,4254766,43,61,2.3,2,2.6
2004,4375413,37,51,2.2,1.9,2.6
2005,4495537,35,47,1.8,1.6,2.1
2006,4614310,33,43,1.7,1.5,1.9
2007,4732065,33,44,2.2,1.9,2.5
2008,4848676,37,53,2.1,1.8,2.4
2009,4964312,35,47,1.7,1.5,2
2010,5078969,35,45,1.9,1.6,2.2
2011,5192183,36,44,1.7,1.4,1.9
2012,5303264,50,73,1.7,1.4,2
2010,42519,8.1,11,0.4,0,2
2011,43451,5.3,7.4,0.26,0,1.4
2012,44355,2.6,3.3,0.13,0.01,0.43
1990,5277709,32,36,2.1,2.1,2.1
1991,5298036,35,48,2,2,2
1992,5317386,37,54,2,2,2
1993,5335164,39,58,1.6,1.6,1.6
1994,5350537,38,57,2.1,2,2.1
1995,5362950,33,46,1.6,1.6,1.6
1996,5372351,32,46,1.4,1.4,1.4
1997,5379101,28,37,1.1,1.1,1.1
1998,5383590,27,39,0.86,0.86,0.87
1999,5386384,23,31,0.92,0.91,0.92
2000,5388010,22,28,0.99,0.99,1
2001,5388448,21,29,0.97,0.97,0.97
2002,5387913,21,30,1.1,1.1,1.2
2003,5387441,21,32,1.2,1.2,1.2
2004,5388338,14,18,0.96,0.95,0.96
2005,5391489,15,21,0.85,0.84,0.85
2006,5397396,14,20,0.86,0.85,0.86
2007,5405718,13,19,0.65,0.64,0.65
2008,5415434,12,18,0.77,0.76,0.77
2009,5425044,9.7,13,0.77,0.76,0.77
2010,5433437,8.7,11,0.61,0.61,0.62
2011,5440253,8,11,0.63,0.63,0.63
2012,5445757,6.8,9.5,0.63,0.63,0.63
1990,2003772,41,60,2.5,2.5,2.5
1991,2005157,33,41,2.8,2.8,2.9
1992,2003358,37,52,3.5,3.5,3.6
1993,1999549,37,55,2.1,2.1,2.1
1994,1995314,30,39,1.4,1.4,1.4
1995,1991848,30,41,1.6,1.6,1.6
1996,1989709,33,49,1.5,1.4,1.5
1997,1988790,28,38,1.4,1.4,1.4
1998,1988806,26,36,1.2,1.2,1.3
1999,1989178,24,34,1.4,1.4,1.5
2000,1989545,21,28,0.86,0.85,0.88
2001,1989732,21,29,1.3,1.3,1.3
2002,1990090,20,28,1,1,1
2003,1991368,16,22,1.1,1.1,1.1
2004,1994578,14,19,0.62,0.61,0.63
2005,2000349,15,23,0.83,0.82,0.84
2006,2009036,12,15,0.9,0.89,0.9
2007,2020156,12,17,1.3,1.3,1.3
2008,2032470,12,17,1.4,1.4,1.4
2009,2044248,10,15,1.2,1.2,1.2
2010,2054232,9.5,13,0.9,0.9,0.91
2011,2061952,10,15,0.97,0.96,0.97
2012,2067717,7.5,9,0.97,0.96,0.97
1990,311849,312,619,71,20,154
1991,320764,296,586,67,21,141
1992,329984,281,555,64,21,130
1993,339490,267,526,61,21,120
1994,349250,253,500,57,21,111
1995,359236,240,473,54,21,103
1996,369439,228,450,52,20,98
1997,379861,216,427,49,19,93
1998,390493,205,405,47,18,88
1999,401323,195,385,44,17,84
2000,412336,185,364,42,16,79
2001,423529,175,344,39,16,74
2002,434880,166,319,36,14,68
2003,446335,158,295,33,13,61
2004,457827,150,273,30,12,55
2005,469306,142,251,27,11,50
2006,480745,135,231,25,10,45
2007,492148,128,214,22,9.5,41
2008,503541,121,198,20,8.7,37
2009,514964,115,184,19,8,33
2010,526447,108,171,17,7.5,30
2011,537997,103,160,16,7,28
2012,549598,97,151,15,6.6,27
1990,6321615,285,732,90,27,190
1991,6319531,285,718,87,27,182
1992,6294017,285,704,85,28,174
1993,6269244,285,690,83,28,167
1994,6278911,285,676,81,28,160
1995,6346440,285,663,79,29,153
1996,6481035,285,654,77,28,149
1997,6673254,285,642,75,28,145
1998,6904978,285,629,73,27,140
1999,7149044,285,619,71,27,136
2000,7385416,285,604,68,26,131
2001,7609265,285,592,66,25,126
2002,7825924,285,576,63,25,120
2003,8037706,285,559,60,24,113
2004,8249965,285,544,57,23,107
2005,8466938,285,537,56,23,105
2006,8687671,285,536,56,23,105
2007,8910851,285,536,56,23,105
2008,9140259,285,541,57,23,106
2009,9380854,285,546,58,23,108
2010,9636173,286,555,59,24,111
2011,9907903,286,566,61,24,115
2012,10195134,286,581,64,25,120
1990,36793490,301,475,42,11,93
1991,37693622,301,475,43,12,94
1992,38649664,302,473,43,13,90
1993,39623496,305,461,41,14,83
1994,40561776,309,444,38,13,77
1995,41426810,317,427,35,14,68
1996,42204043,332,415,33,11,66
1997,42906581,360,417,32,10,66
1998,43558285,406,443,34,8.9,74
1999,44195890,479,496,38,8.7,88
2000,44846286,576,568,44,8.9,107
2001,45513217,683,644,50,8.9,126
2002,46187794,780,694,53,7.9,142
2003,46869028,852,722,54,6.3,150
2004,47553025,898,736,52,4.9,154
2005,48235291,925,748,51,4.1,156
2006,48919359,940,748,49,3.2,155
2007,49602778,948,753,48,2.8,154
2008,50267488,960,761,47,2.6,155
2009,50889543,971,795,50,3.8,155
2010,51452352,981,803,51,4.3,155
2011,51949041,993,831,55,5.6,159
2012,52385920,1003,857,59,7,164
2011,10381110,146,268,30,13,54
2012,10837527,146,257,30,13,54
1990,38883045,22,28,2.3,2.2,2.3
1991,38972944,27,37,3.7,3.6,3.8
1992,39079959,29,41,2,2,2.1
1993,39196948,28,38,1.9,1.9,1.9
1994,39312212,27,35,1.7,1.6,1.7
1995,39420568,26,33,1.6,1.5,1.6
1996,39513721,24,30,1.6,1.5,1.6
1997,39603778,27,38,1.4,1.3,1.4
1998,39729942,26,36,1.2,1.2,1.2
1999,39944692,24,32,1.2,1.2,1.3
2000,40282828,23,30,1,0.99,1
2001,40756675,19,22,0.96,0.95,0.97
2002,41346738,20,25,0.92,0.91,0.93
2003,42015864,27,42,0.86,0.85,0.87
2004,42710301,16,20,0.79,0.78,0.8
2005,43387477,19,25,0.81,0.8,0.82
2006,44038456,20,27,0.68,0.67,0.69
2007,44664067,19,24,0.72,0.71,0.73
2008,45243381,20,27,0.58,0.57,0.58
2009,45754265,19,26,0.63,0.62,0.64
2010,46182038,17,22,0.66,0.65,0.67
2011,46514117,16,21,0.49,0.49,0.5
2012,46754541,14,17,0.57,0.57,0.58
1990,17323977,66,118,7.5,4.3,12
1991,17532866,66,121,7.5,4.3,12
1992,17733304,66,122,8.4,4.7,13
1993,17921207,66,124,8.6,4.9,13
1994,18091477,66,124,8.8,5.1,13
1995,18241711,66,125,9,5.3,14
1996,18367795,66,124,16,8.1,26
1997,18473862,66,123,10,5.8,16
1998,18575763,66,121,9.6,5.5,15
1999,18695041,66,119,8.7,5,13
2000,18846401,66,115,10,6,15
2001,19037119,66,112,9.7,6.1,14
2002,19260853,66,110,9.2,5.8,13
2003,19501969,66,109,9.5,6.2,13
2004,19737578,66,109,8.1,5.7,11
2005,19951291,66,108,6.9,5.2,8.8
2006,20137560,66,108,5.9,4.7,7.2
2007,20301912,66,107,5.9,4.7,7.2
2008,20452387,66,107,5.9,4.7,7.2
2009,20601663,66,107,5.9,4.7,7.2
